LotNO,target,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data19,data20,data21,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data43,data14*data15
0.0,0.5333333333333335,0.0,0.175,1.0,0.0,2.812336576730502e-07,0.16084919923265223,0.008308810801454038,0.0014806588932074764,0.2222222222222231,0.19117647058823523,0.5000000000000007,0.5454545454545454,0.6206896551724137,0.6271186440677966,0.6721311475409836,0.49999999999999994,1.0,0.0,0.8000000000000107,0.5185185185185186,0.0,1.0,0.0,0.4347826086956521,0.8181818181818179,0.4444444444444445,0.8214285714285718,0.0,0.15517241379310376,0.2500000000000003,0.20370370370370378,0.35294117647058815,0.7380952380952379,0.7759567955528517,0.3333333333333333,0.4594594594594594,0.30000000000000004,0.0,0.23809523809523808,0.1208791208791209,0.4875111507582515
0.001240694789081842,0.4666666666666671,0.0,0.14999999999999997,1.0,0.0,2.968577394414293e-07,0.16084919923265223,0.004500605850787621,0.0014806588932074764,0.2222222222222231,0.19117647058823523,0.5000000000000007,0.5454545454545454,0.6206896551724137,0.6271186440677966,0.6721311475409836,0.49999999999999994,1.0,0.0,0.8000000000000107,0.5185185185185186,0.0,1.0,0.0,0.4347826086956521,0.8181818181818179,0.4444444444444445,0.8214285714285718,0.0,0.15517241379310376,0.2500000000000003,0.20370370370370378,0.35294117647058815,0.7380952380952379,0.7759567955528517,0.3333333333333333,0.4594594594594594,0.30000000000000004,0.0,0.23809523809523808,0.1208791208791209,0.4875111507582515
0.002481389578163684,0.4666666666666671,0.0,0.175,0.9615384615384616,0.0,3.9060230014797623e-07,0.16084919923265223,0.00709710922624201,0.0014806588932074764,0.2222222222222231,0.19117647058823523,0.5000000000000007,0.5454545454545454,0.6206896551724137,0.6271186440677966,0.6721311475409836,0.49999999999999994,1.0,0.0,0.600000000000008,0.4444444444444445,0.0,1.0,0.0,0.4347826086956521,0.8181818181818179,0.4444444444444445,0.8214285714285718,0.0,0.15517241379310376,0.2500000000000003,0.20370370370370378,0.35294117647058815,0.7380952380952379,0.7759567955528517,0.3333333333333333,0.4594594594594594,0.30000000000000004,0.0,0.23809523809523808,0.1208791208791209,0.4875111507582515
0.003722084367245637,0.4666666666666671,0.0,0.25,0.9615384615384616,0.0,3.2810592579955895e-07,0.16084919923265223,0.004673706075817903,0.0014806588932074764,0.2222222222222231,0.19117647058823523,0.5000000000000007,0.5454545454545454,0.6206896551724137,0.6271186440677966,0.6721311475409836,0.49999999999999994,1.0,0.0,0.600000000000008,0.4444444444444445,0.0,1.0,0.0,0.4347826086956521,0.8181818181818179,0.4444444444444445,0.8214285714285718,0.0,0.15517241379310376,0.2500000000000003,0.20370370370370378,0.35294117647058815,0.7380952380952379,0.7759567955528517,0.3333333333333333,0.4594594594594594,0.30000000000000004,0.0,0.23809523809523808,0.1208791208791209,0.4875111507582515
0.004962779156327479,0.4666666666666671,0.0,0.19999999999999998,0.9615384615384616,0.0,4.0622638191657214e-07,0.15484686220357435,0.007443309676302574,0.0014806588932074764,0.2222222222222231,0.19117647058823523,0.5000000000000007,0.5454545454545454,0.6206896551724137,0.6271186440677966,0.6721311475409836,0.49999999999999994,1.0,0.0,0.600000000000008,0.4444444444444445,0.0,1.0,0.0,0.4347826086956521,0.8181818181818179,0.4444444444444445,0.8214285714285718,0.0,0.15517241379310376,0.2500000000000003,0.20370370370370378,0.35294117647058815,0.7380952380952379,0.7759567955528517,0.3333333333333333,0.4594594594594594,0.30000000000000004,0.0,0.23809523809523808,0.1208791208791209,0.4875111507582515
0.006203473945409432,0.6,0.0,0.19999999999999998,0.9615384615384616,0.0,4.3747456827817124e-07,0.15484686220357435,0.004500605850787621,0.0005552470849528031,0.2222222222222231,0.19117647058823523,0.5000000000000007,0.5454545454545454,0.6206896551724137,0.6271186440677966,0.6721311475409836,0.49999999999999994,1.0,0.0,0.600000000000008,0.4444444444444445,0.0,1.0,0.0,0.4347826086956521,0.7272727272727273,0.5222222222222223,0.9285714285714287,0.0,0.29310344827586227,0.2500000000000003,0.18518518518518534,0.2647058823529414,0.4523809523809524,0.9201488291487713,0.3333333333333333,0.4864864864864864,0.6000000000000001,0.0,0.3333333333333333,0.23076923076923075,0.4875111507582515
0.007444168734491274,0.5333333333333335,0.0,0.3,0.9615384615384616,0.0,4.5309865004308086e-07,0.15484686220357435,0.008135710576423753,0.0014806588932074764,0.2222222222222231,0.19117647058823523,0.5000000000000007,0.5454545454545454,0.6206896551724137,0.6271186440677966,0.6721311475409836,0.49999999999999994,1.0,0.0,0.600000000000008,0.4444444444444445,0.0,1.0,0.0,0.4347826086956521,0.7272727272727273,0.5222222222222223,0.9285714285714287,0.0,0.29310344827586227,0.2500000000000003,0.18518518518518534,0.2647058823529414,0.4523809523809524,0.9201488291487713,0.3333333333333333,0.4864864864864864,0.6000000000000001,0.0,0.3333333333333333,0.23076923076923075,0.4875111507582515
0.008684863523573116,0.4666666666666671,0.0,0.14999999999999997,0.9615384615384616,0.0,4.2185048650957534e-07,0.15484686220357435,0.005539207200969365,0.0005552470849528031,0.2222222222222231,0.19117647058823523,0.5000000000000007,0.5454545454545454,0.6206896551724137,0.6271186440677966,0.6721311475409836,0.49999999999999994,1.0,0.0,0.600000000000008,0.4444444444444445,0.0,1.0,0.0,0.4347826086956521,0.7272727272727273,0.5222222222222223,0.9285714285714287,0.0,0.29310344827586227,0.2500000000000003,0.18518518518518534,0.2647058823529414,0.4523809523809524,0.9201488291487713,0.3333333333333333,0.4864864864864864,0.6000000000000001,0.0,0.3333333333333333,0.23076923076923075,0.4875111507582515
0.00992555831265507,0.4000000000000007,0.5000000000000001,0.14999999999999997,0.2692307692307692,0.0,3.7497819555844247e-07,0.11595483517417349,0.01350181755236281,0.004534517860447895,0.6666666666666659,0.10294117647058815,0.4166666666666663,0.45454545454545453,0.4655172413793104,0.5423728813559322,0.47540983606557385,0.49999999999999994,1.0,0.0,0.8000000000000107,0.5185185185185186,0.0,1.0,0.0,0.4347826086956521,0.7272727272727273,0.6333333333333333,0.9999999999999999,0.0,0.06896551724137995,0.09999999999999976,0.0,0.17647058823529407,0.5476190476190476,0.0,0.16666666666666669,0.4864864864864864,0.30000000000000004,0.0,0.3333333333333333,0.14285714285714288,0.3215878679750223
0.011166253101736912,0.4666666666666671,0.5000000000000001,0.25,0.2692307692307692,0.0,4.0622638191657214e-07,0.08144493014533974,0.01488661935260517,0.0037941884138441573,0.6666666666666659,0.10294117647058815,0.4166666666666663,0.45454545454545453,0.4655172413793104,0.5423728813559322,0.47540983606557385,0.49999999999999994,1.0,0.0,0.8000000000000107,0.5185185185185186,0.0,1.0,0.0,0.4347826086956521,0.7272727272727273,0.6333333333333333,0.9999999999999999,0.0,0.06896551724137995,0.09999999999999976,0.0,0.17647058823529407,0.5476190476190476,0.0,0.16666666666666669,0.4864864864864864,0.30000000000000004,0.0,0.3333333333333333,0.14285714285714288,0.3215878679750223
