LotNO,target,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43
91,131.1,6210,11040,8418,814200,42.2625,8293.8,8293.8,153.18,1711.2,66.24,1283.4,75900,60.72,63.48,64.86,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,104.88,39054,357.42,224.94,92.046,161.46,393.3,256.68,53.958,920,27140,2208,966,0,1288,0,3680
92,131.1,6210,8970,8418,814200,41.87916664,8335.2,8404.2,151.8,1711.2,66.24,1283.4,75900,60.72,63.48,64.86,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,104.88,39054,357.42,224.94,92.046,161.46,393.3,256.68,53.958,920,27140,2208,966,0,1288,0,3680
93,131.1,6624,8280,7452,814200,42.35833327,8362.8,8528.4,154.56,1711.2,66.24,1283.4,75900,60.72,63.48,64.86,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,103.5,40434,349.14,226.32,91.908,161.46,391.92,256.68,53.82,276,27600,2300,1012,0,1104,0,4048
94,132.48,6624,11040,7452,814200,41.97500005,8224.8,8707.8,157.32,1711.2,66.24,1283.4,75900,60.72,63.48,64.86,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,103.5,40434,349.14,226.32,91.908,161.46,391.92,256.68,53.82,276,27600,2300,1012,0,1104,0,4048
95,131.1,6624,8280,7452,814200,42.64583336,8224.8,8514.6,154.56,1725,93.84,1366.2,69000,71.76,69,73.14,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,103.5,40434,349.14,226.32,91.908,161.46,391.92,256.68,53.82,276,27600,2300,1012,0,1104,0,4048
96,132.48,6624,8280,7452,814200,41.97500005,8224.8,8749.2,158.7,1725,93.84,1366.2,69000,71.76,69,73.14,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,103.5,40434,349.14,226.32,91.908,161.46,391.92,256.68,53.82,276,27600,2300,1012,0,1104,0,4048
97,132.48,6624,8280,7452,814200,43.60416664,8335.2,8569.8,157.32,1725,93.84,1366.2,69000,71.76,69,73.14,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,103.5,40434,349.14,226.32,91.908,161.46,391.92,256.68,53.82,276,27600,2300,1012,0,1104,0,4048
98,133.86,7038,8280,6900,814200,44.17916668,7728,8625,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-7590,102.12,44160,343.62,223.56,94.944,173.88,426.42,263.58,53.82,552,30360,2484,1012,0,1104,0,5014
99,133.86,7038,8280,7452,814200,41.30416673,7452,8983.8,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,358.8,223.56,93.426,165.6,404.34,258.06,54.096,460,28520,2254,1058,0,1334,0,4784
100,132.48,7038,8280,7452,814200,40.63333327,7038,8735.4,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,358.8,223.56,93.426,165.6,404.34,258.06,54.096,460,28520,2254,1058,0,1334,0,4784
101,133.86,7038,8970,7452,814200,40.63333327,7728,8569.8,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,358.8,223.56,93.426,165.6,404.34,258.06,54.096,460,28520,2254,1058,0,1334,0,4784
102,132.48,7038,8280,7452,814200,41.30416673,7590,8611.2,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,358.8,223.56,93.426,165.6,404.34,258.06,54.096,460,28520,2254,1058,0,1334,0,4784
103,132.48,7038,9660,7452,814200,41.20833332,7452,8845.8,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,358.8,223.56,93.426,165.6,404.34,258.06,54.096,460,28520,2254,1058,0,1334,0,4784
104,132.48,7038,9660,7452,814200,41.11250005,7176,8376.6,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,106.26,40434,350.52,223.56,92.598,166.98,411.24,263.58,54.51,276,28980,2024,920,0,1012,0,5290
105,133.86,7038,8280,7452,814200,41.59166668,7176,8666.4,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,106.26,40434,350.52,223.56,92.598,166.98,411.24,263.58,54.51,276,28980,2024,920,0,1012,0,5290
106,133.86,7038,8280,7452,814200,40.72916668,7176,8638.8,138,1725,73.14,1269.6,75900,63.48,60.72,66.24,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,106.26,40434,350.52,223.56,92.598,166.98,411.24,263.58,54.51,276,28980,2024,920,0,1012,0,5290
107,135.24,7038,8280,7452,814200,41.11250005,6900,8749.2,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,106.26,40434,350.52,223.56,92.598,166.98,411.24,263.58,54.51,276,28980,2024,920,0,1012,0,5290
108,135.24,7038,8280,7452,814200,40.82499995,6900,8487,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,106.26,40434,350.52,223.56,92.598,166.98,411.24,263.58,54.51,276,28980,2024,920,0,1012,0,5290
109,132.48,7038,8970,7452,814200,40.92083336,7176,8859.6,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,349.14,223.56,94.254,171.12,412.62,256.68,54.096,552,29440,2254,1058,0,1150,0,5106
110,132.48,7038,8280,7452,814200,41.11250005,7452,8542.2,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12696,14490,400.2,5520,6141,24978,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,349.14,223.56,94.254,171.12,412.62,256.68,54.096,552,29440,2254,1058,0,1150,0,5106
111,132.48,7038,8970,7452,814200,41.20833332,7176,8887.2,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,349.14,223.56,94.254,171.12,412.62,256.68,54.096,552,29440,2254,1058,0,1150,0,5106
112,132.48,7038,8280,7452,814200,41.30416673,7176,8542.2,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,349.14,223.56,94.254,171.12,412.62,256.68,54.096,552,29440,2254,1058,0,1150,0,5106
113,132.48,7038,8280,7452,814200,40.63333327,7452,8707.8,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7590,107.64,40020,349.14,223.56,94.254,171.12,412.62,256.68,54.096,552,29440,2254,1058,0,1150,0,5106
114,131.1,7038,8280,7452,814200,41.30416673,7452,8514.6,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7590,109.02,38640,356.04,223.56,94.254,168.36,408.48,256.68,52.578,644,28520,2070,966,0,1012,0,5060
115,132.48,7038,8280,7452,814200,41.30416673,7314,8914.8,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7590,109.02,38640,356.04,223.56,94.254,168.36,408.48,256.68,52.578,644,28520,2070,966,0,1012,0,5060
116,133.86,7038,8280,7452,814200,41.97500005,7176,8542.2,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7590,109.02,38640,356.04,223.56,94.254,168.36,408.48,256.68,52.578,644,28520,2070,966,0,1012,0,5060
117,132.48,7038,8280,7452,814200,41.01666664,7452,8873.4,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7590,109.02,38640,356.04,223.56,94.254,168.36,408.48,256.68,52.578,644,28520,2070,966,0,1012,0,5060
118,135.24,7038,8280,7452,814200,41.30416673,7452,8680.2,138,1725,129.72,1283.4,89700,80.04,75.9,78.66,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7590,109.02,38640,356.04,223.56,94.254,168.36,408.48,256.68,52.578,644,28520,2070,966,0,1012,0,5060
119,131.1,6624,7590,7452,814200,41.59166668,8252.4,8652.6,147.66,1697.4,93.84,1283.4,69000,59.34,59.34,56.58,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7590,103.5,40020,349.14,223.56,92.322,162.84,394.68,256.68,54.096,460,27140,2438,966,0,1104,0,3818
120,131.1,6624,8280,7452,814200,42.45416668,8307.6,8597.4,143.52,1697.4,93.84,1283.4,69000,59.34,59.34,56.58,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7590,103.5,40020,349.14,223.56,92.322,162.84,394.68,256.68,54.096,460,27140,2438,966,0,1104,0,3818
121,132.48,7038,8280,6624,841800,41.97500005,8252.4,8901,151.8,1697.4,93.84,1283.4,69000,59.34,59.34,56.58,12972,13938,400.2,5520,6168.6,24702,924.6,92.00000005,45.99999995,0,-7590,107.64,39606,347.76,223.56,93.84,168.36,411.24,259.44,54.372,460,28980,2070,966,0,1012,0,5152
122,132.48,7038,8280,6624,841800,42.07083332,8376.6,8694,147.66,1697.4,93.84,1283.4,69000,59.34,59.34,56.58,12972,13938,400.2,5520,6168.6,24702,924.6,92.00000005,45.99999995,0,-7590,107.64,39606,347.76,223.56,93.84,168.36,411.24,259.44,54.372,460,28980,2070,966,0,1012,0,5152
123,132.48,7038,8280,6624,841800,41.97500005,8307.6,8942.4,151.8,1697.4,93.84,1283.4,69000,59.34,59.34,56.58,12972,13938,400.2,5520,6168.6,24702,924.6,92.00000005,45.99999995,0,-7590,107.64,39606,347.76,223.56,93.84,168.36,411.24,259.44,54.372,460,28980,2070,966,0,1012,0,5152
124,131.1,7038,8280,6624,841800,42.35833327,8321.4,8652.6,153.18,1766.4,111.78,1297.2,82800,42.78,34.5,45.54,12972,13938,400.2,5520,6168.6,24702,924.6,92.00000005,45.99999995,0,-7590,107.64,39606,347.76,223.56,93.84,168.36,411.24,259.44,54.372,460,28980,2070,966,0,1012,0,5152
125,132.48,7038,10350,6624,841800,41.97500005,8293.8,8859.6,157.32,1766.4,111.78,1297.2,82800,42.78,34.5,45.54,12972,13938,400.2,5520,6168.6,24702,924.6,92.00000005,45.99999995,0,-7590,107.64,39606,347.76,223.56,93.84,168.36,411.24,259.44,54.372,460,28980,2070,966,0,1012,0,5152
126,132.48,6210,8280,8418,814200,42.93333332,8238.6,8197.2,155.94,1766.4,111.78,1297.2,82800,42.78,34.5,45.54,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7590,104.88,43194,339.48,223.56,93.978,169.74,420.9,264.96,55.476,276,29440,2346,1058,0,1104,0,4738
127,133.86,6210,8280,8418,814200,42.2625,8404.2,8514.6,161.46,1766.4,111.78,1297.2,82800,42.78,34.5,45.54,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7590,104.88,43194,339.48,223.56,93.978,169.74,420.9,264.96,55.476,276,29440,2346,1058,0,1104,0,4738
128,132.48,6210,8280,8418,814200,43.02916673,8307.6,8142,182.16,1752.6,139.38,1269.6,110400,95.22,92.46,86.94,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7590,104.88,43194,339.48,223.56,93.978,169.74,420.9,264.96,55.476,276,29440,2346,1058,0,1104,0,4738
129,132.48,6210,8280,8418,814200,42.93333332,8390.4,8238.6,184.92,1752.6,139.38,1269.6,110400,95.22,92.46,86.94,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7590,104.88,43194,339.48,223.56,93.978,169.74,420.9,264.96,55.476,276,29440,2346,1058,0,1104,0,4738
130,132.48,6210,8280,8418,814200,43.125,8238.6,8404.2,183.54,1752.6,139.38,1269.6,110400,95.22,92.46,86.94,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7590,104.88,43194,339.48,223.56,93.978,169.74,420.9,264.96,55.476,276,29440,2346,1058,0,1104,0,4738
131,132.48,6210,8280,9384,814200,41.30416673,8556,8556,138,1738.8,125.58,1269.6,89700,55.2,53.82,59.34,12972,13938,400.2,5520,6127.2,24564,924.6,92.00000005,45.99999995,0,-7314,107.64,40020,349.14,223.56,93.012,168.36,423.66,270.48,55.338,552,28980,2070,874,0,1840,0,4600
132,129.72,6210,8970,9384,814200,41.4,8280,8266.2,138,1738.8,125.58,1269.6,89700,55.2,53.82,59.34,12972,13938,400.2,5520,6127.2,24564,924.6,45.99999995,92.00000005,0,-7452,104.88,42366,343.62,223.56,93.702,169.74,423.66,267.72,55.614,1012,29440,2346,920,0,1472,0,4738
133,131.1,6210,8280,9384,814200,41.01666664,8280,8238.6,138,1738.8,125.58,1269.6,89700,55.2,53.82,59.34,12972,13938,400.2,5520,6127.2,24564,924.6,45.99999995,92.00000005,0,-7452,104.88,42366,343.62,223.56,93.702,169.74,423.66,267.72,55.614,1012,29440,2346,920,0,1472,0,4738
134,131.1,6210,8280,9384,814200,41.49583327,8556,8431.8,138,1738.8,125.58,1269.6,89700,55.2,53.82,59.34,12972,13938,400.2,5520,6127.2,24564,924.6,45.99999995,92.00000005,0,-7452,104.88,42366,343.62,223.56,93.702,169.74,423.66,267.72,55.614,1012,29440,2346,920,0,1472,0,4738
135,132.48,6210,8280,9384,814200,41.87916664,8556,8252.4,138,1738.8,125.58,1269.6,89700,55.2,53.82,59.34,12972,13938,400.2,5520,6127.2,24564,924.6,45.99999995,92.00000005,0,-7452,104.88,42366,343.62,223.56,93.702,169.74,423.66,267.72,55.614,1012,29440,2346,920,0,1472,0,4738
136,132.48,6624,8280,8418,814200,41.01666664,8280,8556,138,1738.8,125.58,1269.6,89700,55.2,53.82,59.34,12972,13938,400.2,5520,6127.2,24564,924.6,45.99999995,92.00000005,0,-7314,106.26,40434,349.14,223.56,92.184,162.84,404.34,264.96,55.062,736,28060,2484,1058,0,1564,0,4186
137,135.24,6624,8280,8418,814200,41.49583327,8556,8721.6,138,1738.8,125.58,1269.6,89700,55.2,53.82,59.34,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-7314,106.26,40434,349.14,223.56,92.184,162.84,404.34,264.96,55.062,736,28060,2484,1058,0,1564,0,4186
138,131.1,6624,9660,8418,814200,41.59166668,8418,8459.4,138,1738.8,125.58,1269.6,89700,55.2,53.82,59.34,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-7314,106.26,40434,349.14,223.56,92.184,162.84,404.34,264.96,55.062,736,28060,2484,1058,0,1564,0,4186
139,131.1,6624,8280,8418,814200,41.59166668,8418,8335.2,138,1683.6,191.82,1324.8,89700,51.06,48.3,46.92,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-7314,106.26,40434,349.14,223.56,92.184,162.84,404.34,264.96,55.062,736,28060,2484,1058,0,1564,0,4186
140,131.1,6624,8280,8418,814200,41.78333336,8280,8293.8,138,1683.6,191.82,1324.8,89700,51.06,48.3,46.92,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-7314,106.26,40434,349.14,223.56,92.184,162.84,404.34,264.96,55.062,736,28060,2484,1058,0,1564,0,4186
141,132.48,6624,8280,7452,814200,43.31666668,8349,8128.2,186.3,1752.6,139.38,1269.6,110400,95.22,92.46,86.94,12972,13938,400.2,5520,6168.6,24702,924.6,92.00000005,45.99999995,0,-7314,109.02,37260,358.8,223.56,91.218,162.84,415.38,274.62,55.062,368,28060,2254,966,0,1886,0,4278
142,132.48,6210,8280,8418,814200,43.125,8362.8,8390.4,189.06,1711.2,85.56,1269.6,96600,69,66.24,67.62,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7452,104.88,39606,354.66,223.56,92.322,165.6,419.52,271.86,54.786,276,28520,2484,1058,0,1518,0,4232
143,131.1,6210,8280,8418,814200,42.74166664,8252.4,8224.8,186.3,1711.2,85.56,1269.6,96600,69,66.24,67.62,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7452,104.88,39606,354.66,223.56,92.322,165.6,419.52,271.86,54.786,276,28520,2484,1058,0,1518,0,4232
144,132.48,6210,11040,8418,814200,43.02916673,8252.4,8335.2,184.92,1711.2,85.56,1269.6,96600,69,66.24,67.62,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7452,104.88,39606,354.66,223.56,92.322,165.6,419.52,271.86,54.786,276,28520,2484,1058,0,1518,0,4232
145,132.48,6210,8280,8418,814200,42.74166664,8293.8,8128.2,189.06,1711.2,85.56,1269.6,96600,69,66.24,67.62,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7452,104.88,39606,354.66,223.56,92.322,165.6,419.52,271.86,54.786,276,28520,2484,1058,0,1518,0,4232
146,131.1,6210,8280,8694,814200,41.68749995,8224.8,8183.4,193.2,1711.2,85.56,1269.6,96600,69,66.24,67.62,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,106.26,40986,347.76,223.56,93.288,166.98,419.52,269.1,56.166,368,28060,2806,1012,0,1656,0,4324
147,132.48,6210,8280,8694,814200,41.68749995,7907.4,7907.4,190.44,1711.2,85.56,1269.6,96600,69,66.24,67.62,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,109.02,40434,349.14,223.56,92.736,165.6,409.86,266.34,54.648,828,29440,2300,1058,0,1472,0,4554
148,132.48,6210,9660,8694,814200,41.87916664,8266.2,8183.4,191.82,1711.2,85.56,1269.6,96600,69,66.24,67.62,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,109.02,40434,349.14,223.56,92.736,165.6,409.86,266.34,54.648,828,29440,2300,1058,0,1472,0,4554
149,132.48,6210,9660,8694,814200,41.49583327,8418,8017.8,195.96,1711.2,85.56,1269.6,96600,69,66.24,67.62,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,109.02,40434,349.14,223.56,92.736,165.6,409.86,266.34,54.648,828,29440,2300,1058,0,1472,0,4554
150,129.72,6624,8280,8418,814200,41.11250005,8556,8362.8,138,1683.6,191.82,1324.8,89700,51.06,48.3,46.92,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-7452,104.88,41814,346.38,223.56,93.564,169.74,425.04,269.1,54.648,368,29900,2254,1012,0,1518,0,4554
151,131.1,6624,8280,8418,814200,41.4,8418,8487,138,1683.6,191.82,1324.8,89700,51.06,48.3,46.92,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-7452,104.88,41814,346.38,223.56,93.564,169.74,425.04,269.1,54.648,368,29900,2254,1012,0,1518,0,4554
152,131.1,6624,8280,8418,814200,41.30416673,8418,8431.8,138,1683.6,191.82,1324.8,89700,51.06,48.3,46.92,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-7452,104.88,41814,346.38,223.56,93.564,169.74,425.04,269.1,54.648,368,29900,2254,1012,0,1518,0,4554
153,131.1,6210,8280,8694,814200,41.68749995,8293.8,8459.4,151.8,1766.4,191.82,1283.4,75900,42.78,38.64,35.88,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,106.26,40986,347.76,223.56,93.288,166.98,419.52,269.1,56.166,368,28060,2806,1012,0,1656,0,4324
154,132.48,6210,11040,8694,814200,41.97500005,8238.6,8583.6,149.04,1766.4,191.82,1283.4,75900,42.78,38.64,35.88,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,106.26,40986,347.76,223.56,93.288,166.98,419.52,269.1,56.166,368,28060,2806,1012,0,1656,0,4324
155,132.48,6210,8280,8694,814200,41.97500005,8307.6,8404.2,147.66,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,106.26,40986,347.76,223.56,93.288,166.98,419.52,269.1,56.166,368,28060,2806,1012,0,1656,0,4324
156,132.48,6210,8280,8694,814200,42.2625,8252.4,8583.6,146.28,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,106.26,40986,347.76,223.56,93.288,166.98,419.52,269.1,56.166,368,28060,2806,1012,0,1656,0,4324
157,132.48,6210,8280,8694,814200,42.16666673,8335.2,8487,150.42,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7452,103.5,40434,350.52,223.56,91.356,161.46,404.34,266.34,55.476,368,28520,2806,1104,0,1242,0,4186
158,132.48,6210,11040,8694,814200,42.2625,8335.2,8500.8,153.18,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7452,103.5,40434,350.52,223.56,91.356,161.46,404.34,266.34,55.476,368,28520,2806,1104,0,1242,0,4186
159,132.48,6210,10350,8694,814200,42.07083332,8238.6,8252.4,143.52,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7452,103.5,40434,350.52,223.56,91.356,161.46,404.34,266.34,55.476,368,28520,2806,1104,0,1242,0,4186
160,131.1,6210,8280,8694,814200,41.97500005,8349,8321.4,144.9,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7452,103.5,40434,350.52,223.56,91.356,161.46,404.34,266.34,55.476,368,28520,2806,1104,0,1242,0,4186
161,132.48,6210,8280,8694,814200,42.07083332,8224.8,8197.2,144.9,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7452,103.5,40434,350.52,223.56,91.356,161.46,404.34,266.34,55.476,368,28520,2806,1104,0,1242,0,4186
162,133.86,6210,8280,8694,814200,41.68749995,8349,8362.8,142.14,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7590,102.12,42366,346.38,223.56,92.322,164.22,414,269.1,56.718,552,28060,2760,1104,0,1242,0,3910
163,135.24,6210,8280,8694,814200,41.4,8307.6,8321.4,164.22,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7590,102.12,42366,346.38,223.56,92.322,164.22,414,269.1,56.718,552,28060,2760,1104,0,1242,0,3910
164,135.24,6210,8280,8694,814200,41.97500005,8266.2,8556,162.84,1738.8,182.16,1297.2,96600,48.3,49.68,52.44,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-7590,102.12,42366,346.38,223.56,92.322,164.22,414,269.1,56.718,552,28060,2760,1104,0,1242,0,3910
165,135.24,6210,8280,9384,814200,41.68749995,8556,8252.4,138,1725,100.74,1283.4,82800,78.66,75.9,69,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,104.88,42780,345,223.56,91.908,164.22,414,270.48,56.58,276,28060,2760,1058,0,1242,0,4002
166,133.86,6210,8280,9384,814200,42.2625,8142,8183.4,138,1725,100.74,1283.4,82800,78.66,75.9,69,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,104.88,42780,345,223.56,91.908,164.22,414,270.48,56.58,276,28060,2760,1058,0,1242,0,4002
167,135.24,6210,6900,9384,814200,41.20833332,8142,8155.8,138,1725,100.74,1283.4,82800,78.66,75.9,69,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,104.88,42780,345,223.56,91.908,164.22,414,270.48,56.58,276,28060,2760,1058,0,1242,0,4002
168,135.24,6210,8280,9384,814200,41.59166668,8280,8100.6,138,1725,100.74,1283.4,82800,78.66,75.9,69,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,104.88,42780,345,223.56,91.908,164.22,414,270.48,56.58,276,28060,2760,1058,0,1242,0,4002
169,135.24,6210,6900,9384,814200,41.49583327,8280,8211,138,1725,100.74,1283.4,82800,78.66,75.9,69,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7590,104.88,42780,345,223.56,91.908,164.22,414,270.48,56.58,276,28060,2760,1058,0,1242,0,4002
170,133.86,6210,8280,9384,814200,41.20833332,8280,8266.2,138,1725,100.74,1283.4,82800,78.66,75.9,69,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7038,110.4,40020,361.56,223.56,89.838,157.32,386.4,260.82,55.338,1288,28060,2944,1196,0,1288,0,3864
171,133.86,6210,8970,9384,814200,41.30416673,8280,8183.4,138,1725,100.74,1283.4,82800,78.66,75.9,69,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7038,110.4,40020,361.56,223.56,89.838,157.32,386.4,260.82,55.338,1288,28060,2944,1196,0,1288,0,3864
